x,y,z,Label
-0.0076119,-0.036378,0.092837,0
0.053955,-0.003429,-0.084125,0
-0.057723,-0.066616,0.047227,0
-0.05515,-0.033019,0.076604,0
0.094422,-0.031011,-0.011084,0
0.092663,0.011826,0.035689,0
-0.066984,0.068055,-0.029692,0
-0.0061166,0.042542,0.090293,0
-0.091599,-0.040088,0.0015866,0
-0.087781,0.03195,-0.035689,0
0.021445,-0.088399,0.041542,0
0.018935,-0.03534,-0.091611,0
0.077026,-0.019985,-0.060561,0
0.030907,0.0809,-0.05,0
0,0,0.1,0
-0.03267,0.094393,-0.0047582,0
0.040229,-0.043555,0.080527,0
0.0059938,-0.0073777,-0.099547,0
0.0074571,0.023982,0.096795,0
0.033163,0.031621,-0.088884,0
-0.029198,-0.069707,-0.065486,0
-0.071654,0.016184,-0.067851,0
0.076523,-0.049178,-0.041542,0
0.053502,0.075133,-0.038635,0
-0.0042103,0.015229,-0.098744,0
0.027204,0.029452,0.091611,0
-0.066213,-0.019442,0.072373,0
-0.02149,0.037221,-0.090293,0
0.035692,0.066616,0.065486,0
-0.045191,0.052153,-0.072373,0
-0.015188,-0.030645,0.093969,0
-0.091977,-0.033477,-0.020481,0
-0.018583,-0.032187,-0.092837,0
0.0090286,-0.080956,0.058006,0
-0.074292,0.066467,-0.007925,0
-0.06999,-0.048185,0.052723,0
-0.098731,0.015798,-0.0015866,0
0.047244,0.026286,0.084125,0
0.044939,0.055316,0.070147,0
-0.09655,-0.021807,-0.014231,0
-0.0014089,0.0028428,-0.09995,0
0.0036931,0.077527,-0.063055,0
0.017741,0.013062,0.097543,0
0.0089631,-0.023461,-0.096795,0
-0.07043,0.055387,-0.044407,0
-0.07043,-0.055387,0.044407,0
-0.095442,-0.0030297,0.029692,0
-0.01974,0.094341,-0.026647,0
-0.0088801,-0.0090222,-0.099195,0
0.019629,0.08091,-0.055392,0
-0.025896,-0.093667,-0.023576,0
-0.018146,0.012493,-0.097543,0
-0.014475,0.0063348,0.098744,0
0.077593,0.049866,0.038635,0
-0.0017575,0.0026416,0.09995,0
0.056706,0,0.082368,0
-0.031109,0.040876,0.085798,0
-0.0014993,0.094488,-0.032707,0
-0.05515,0.033019,-0.076604,0
-0.0007714,-0.048614,0.087385,0
-0.096741,0.0092377,0.023576,0
0.079707,-0.058687,0.014231,0
0.099384,-2.43E-17,0.011084,0
0.060204,0.028657,-0.074526,0
-0.015606,-0.023456,0.095949,0
0.010978,-0.015416,-0.098193,0
-0.097831,0.0031055,0.020481,0
0.0010536,0.009447,0.099547,0
0.037245,-0.031252,-0.087385,0
-0.0036314,-0.045679,0.088884,0
0.030952,-0.0039501,0.095007,0
0.03126,-0.050381,-0.080527,0
5.09E-18,1.11E-17,-0.1,0
-0.0022327,0.028085,-0.095949,0
-0.014015,-0.097478,0.017365,0
0.047354,0.039734,-0.078605,0
0.062279,-0.034651,-0.070147,0
0.027699,-0.060651,0.074526,0
0.09619,0.0061131,0.026647,0
0.097884,-0.018866,0.007925,0
-0.0063137,-0.00060288,-0.099799,0
-0.016801,-0.048543,-0.085798,0
-0.013214,0.031546,-0.093969,0
0.072291,-0.06893,0.0047582,0
0.00090049,-0.018904,0.098193,0
0.076724,-0.036521,-0.052723,0
0.023045,-0.074114,0.063055,0
-0.074002,0.038151,0.055392,0
0.068197,-0.027302,0.067851,0
-0.030811,-0.0049302,-0.095007,0
-0.076353,0.022419,0.060561,0
-0.0056373,-0.0029063,0.099799,0
0.082279,0.027023,0.05,0
0.057388,0.022975,0.078605,0
0.078847,0.020458,-0.058006,0
-0.065692,-0.058773,-0.047227,0
0.017101,0.096985,-0.017365,0
0.0098469,-0.055844,-0.082368,0
-0.0076666,-0.010074,0.099195,0
0.049823,0.080299,0.032707,0
-0.0034456,-0.00032901,-0.10904,0
-0.093289,-0.014927,-0.054545,0
0.057335,-0.092406,-0.0086454,0
-0.029206,0.017486,0.10364,0
0.069906,0.051471,0.066067,0
-0.027274,0.0026043,-0.10559,0
0.068073,0.05712,0.063279,0
0.016204,0.026116,-0.10467,0
-0.013811,-0.066006,-0.085751,0
-0.09078,-0.0028817,0.060428,0
-0.065893,0.023983,-0.083568,0
0.078065,-0.065505,-0.038933,0
0.046349,0.025788,0.095329,0
0.011426,-0.10246,-0.03568,0
-0.030038,0.071712,-0.076525,0
0.028052,-0.090215,0.054545,0
0.034211,-0.048043,0.091773,0
-0.0051849,-0.0089805,-0.1086,0
0.065004,0.080014,0.03568,0
0.094278,0.030964,0.045318,0
0.091762,0.058972,0.0017308,0
0.041973,0.045443,-0.089856,0
0.040254,-0.029638,0.096964,0
0.045413,0.084759,0.05152,0
-0.015508,0.10786,0.0051908,0
-0.092263,0.027091,-0.05152,0
-0.033937,-0.044593,0.093598,0
0.007595,-0.043073,-0.099939,0
0.03543,-0.019713,0.10128,0
-0.087951,-0.06055,0.022343,0
-0.045591,0.059906,-0.078953,0
-0.0081899,-0.029623,0.10467,0
0.10025,-0.040132,-0.015525,0
0.085242,0.016429,-0.066067,0
-0.027807,0.024878,-0.10251,0
-0.0053443,-0.067223,0.085751,0
0.045865,-0.056456,0.081302,0
-0.046692,0.094211,0.02907,0
0.08314,-0.016024,-0.068788,0
-0.080097,0.0025426,-0.074019,0
0.016532,0.068146,0.083568,0
-0.069426,0.080121,0.025719,0
0.011618,-0.0074663,-0.10821,0
-0.02938,-0.044159,-0.095329,0
0.0023785,0.049932,-0.096964,0
-0.095343,-0.021534,0.048444,0
0.011695,-0.012662,-0.10772,0
0.0051901,-0.10895,-0.0017308,0
0.019477,-0.04265,-0.098501,0
0.016376,-0.0053784,0.10772,0
0.013916,0.07892,0.074019,0
0.0040134,0.005636,-0.10887,0
0.037011,0.0047233,0.10251,0
-0.059147,0.088901,-0.022343,0
-0.084448,-0.066411,0.018943,0
-0.075529,0.033055,-0.071439,0
0.064681,-1.58E-17,0.087848,0
0.097005,-0.046174,-0.018943,0
0.019167,0.0076732,-0.10712,0
-0.021335,0.10196,0.032391,0
-0.057833,0.058758,0.071439,0
-0.015116,-0.0305,-0.10364,0
0.0012353,0.0032333,0.10904,0
0.011751,0.10536,-0.025719,0
-4.37E-18,-1.26E-17,-0.10909,0
-0.011065,-0.076957,0.076525,0
0.0099948,0.0095301,0.10821,0
0.021049,-0.055095,-0.091773,0
-0.096545,-0.028348,0.042147,0
-0.076833,0.060422,-0.048444,0
0,0,0.10909,0
-0.038874,-0.092808,-0.042147,0
0.096052,0.024922,-0.045318,0
-0.034943,-0.031263,0.098501,0
0.07513,0.0047746,0.078953,0
-0.065025,-0.066065,-0.057516,0
